Batter,Bowler,dismissed,match_played,runs_scored,ball_faced,average,strike_rate,batsman_impact
JC Buttler,Swapnil Singh,0,1,4,4,4.0,100.0,0.65
JC Buttler,P Kumar,0,3,9,15,9.0,60.0,0.43125
JC Buttler,JP Faulkner,0,2,6,6,6.0,100.0,0.6625
JC Buttler,MM Patel,0,1,5,6,5.0,83.333,0.55208125
JC Buttler,Ankit Soni,0,1,1,3,1.0,33.333,0.21458125
JC Buttler,DR Smith,0,1,11,11,11.0,100.0,0.69375
JC Buttler,A Choudhary,0,1,4,5,4.0,80.0,0.525
JC Buttler,S Badree,0,1,1,3,1.0,33.333,0.21458125
JC Buttler,S Aravind,0,1,5,3,5.0,166.667,1.07291875
JC Buttler,A Nehra,0,2,7,5,7.0,140.0,0.91875
JC Buttler,SB Jakati,0,2,8,11,8.0,72.727,0.5045437500000001
JC Buttler,AB Dinda,0,2,9,3,9.0,300.0,1.93125
JC Buttler,R Bhatia,0,1,2,3,2.0,66.667,0.42916875
JC Buttler,Iqbal Abdulla,0,1,19,8,19.0,237.5,1.603125
JC Buttler,NLTC Perera,0,1,5,2,5.0,250.0,1.59375
JC Buttler,GB Hogg,0,1,14,6,14.0,233.333,1.54583125
JC Buttler,SM Boland,0,1,3,2,3.0,150.0,0.95625
JC Buttler,P Sahu,0,1,8,3,8.0,266.667,1.7166687499999997
JC Buttler,JW Hastings,0,1,5,8,5.0,62.5,0.421875
SV Samson,Mohammed Shami,0,7,54,28,54.0,192.857,1.54285625
SV Samson,Yash Dayal,0,1,10,6,10.0,166.667,1.10416875
SV Samson,LH Ferguson,0,2,9,10,9.0,90.0,0.61875
SV Samson,Rashid Khan,0,11,81,84,81.0,96.429,1.10893125
SV Samson,HH Pandya,0,6,37,22,37.0,168.182,1.2823875
SV Samson,R Sai Kishore,0,1,12,7,12.0,171.429,1.14643125
SV Samson,TA Boult,0,8,32,29,32.0,110.345,0.88965625
SV Samson,M Prasidh Krishna,0,3,15,12,15.0,125.0,0.875
SV Samson,YS Chahal,0,10,42,42,42.0,100.0,0.8875
SV Samson,R Ashwin,0,7,55,46,55.0,119.565,1.09103125
SV Samson,Mohammed Siraj,0,4,21,20,21.0,105.0,0.7875
SV Samson,JR Hazlewood,0,2,7,8,7.0,87.5,0.590625
SV Samson,GJ Maxwell,0,2,35,16,35.0,218.75,1.5859375
SV Samson,Shahbaz Ahmed,0,3,21,9,21.0,233.333,1.58958125
SV Samson,HV Patel,0,4,12,15,12.0,80.0,0.575
SV Samson,PWH de Silva,0,3,23,23,23.0,100.0,0.76875
SV Samson,Mohsin Khan,0,1,8,7,8.0,114.286,0.7642875
SV Samson,KH Pandya,0,7,72,46,72.0,156.522,1.4282625
SV Samson,Avesh Khan,0,4,28,27,28.0,103.704,0.82315
SV Samson,Ravi Bishnoi,0,4,42,29,42.0,144.828,1.167675
SV Samson,AS Joseph,0,1,12,5,12.0,240.0,1.575
SV Samson,Arshdeep Singh,0,5,49,27,49.0,181.481,1.4405062499999999
SV Samson,K Rabada,0,3,26,19,26.0,136.842,1.0177625000000001
SV Samson,B Kumar,0,15,111,89,111.0,124.719,1.47324375
SV Samson,Washington Sundar,0,3,42,18,42.0,233.333,1.7208312499999998
SV Samson,J Suchith,0,1,16,8,16.0,200.0,1.35
SV Samson,Umran Malik,0,1,6,5,6.0,120.0,0.7875
SV Samson,R Shepherd,0,1,8,7,8.0,114.286,0.7642875
SV Samson,DR Sams,0,1,7,6,7.0,116.667,0.77291875
SV Samson,HR Shokeen,0,1,15,5,15.0,300.0,1.96875
SV Samson,JJ Bumrah,0,11,49,49,49.0,100.0,0.93125
SV Samson,M Markande,0,3,22,12,22.0,183.333,1.28333125
SV Samson,RP Meredith,0,2,30,13,30.0,230.769,1.6298062500000001
SV Samson,KK Ahmed,0,3,56,29,56.0,193.103,1.55689375
SV Samson,A Nortje,0,4,13,17,13.0,76.471,0.55919375
SV Samson,SN Thakur,0,7,37,30,37.0,123.333,1.00208125
SV Samson,MR Marsh,0,1,1,1,1.0,100.0,0.63125
SV Samson,Kuldeep Yadav,0,5,39,31,39.0,125.806,1.0300375
SV Samson,AR Patel,0,11,67,61,67.0,109.836,1.1052250000000001
SV Samson,Mukesh Choudhary,0,1,5,3,5.0,166.667,1.07291875
SV Samson,Simarjeet Singh,0,1,8,9,8.0,88.889,0.60555625
SV Samson,MJ Santner,0,2,1,7,1.0,14.286,0.0955375
SV Samson,M Pathirana,0,1,1,3,1.0,33.333,0.21458125
SV Samson,MM Ali,0,1,6,3,6.0,200.0,1.2875
SV Samson,S Kaul,0,8,114,65,114.0,175.385,1.8086562499999999
SV Samson,UT Yadav,0,9,101,62,101.0,162.903,1.6493937500000002
SV Samson,TG Southee,0,2,12,15,12.0,80.0,0.575
SV Samson,SP Narine,0,12,64,78,64.0,82.051,0.9128187499999999
SV Samson,CV Varun,0,2,22,16,22.0,137.5,0.996875
SV Samson,AD Russell,0,7,32,19,32.0,168.421,1.2526312499999999
SV Samson,N Rana,0,1,1,1,1.0,100.0,0.63125
SV Samson,JO Holder,0,6,40,38,40.0,105.263,0.90789375
SV Samson,MP Stoinis,0,4,18,12,18.0,150.0,1.05
SV Samson,T Natarajan,0,4,16,23,16.0,69.565,0.53478125
SV Samson,Abhishek Sharma,0,3,28,11,28.0,254.545,1.7659062499999998
SV Samson,R Dhawan,0,2,18,13,18.0,138.462,0.9778874999999999
SV Samson,RD Chahar,0,5,44,28,44.0,157.143,1.25714375
SV Samson,K Kartikeya,0,1,0,1,0.0,0.0,0.0
SV Samson,DJ Bravo,0,2,18,14,18.0,128.571,0.91606875
SV Samson,M Ashwin,0,5,51,34,51.0,150.0,1.25625
SV Samson,KA Pollard,0,4,32,23,32.0,139.13,1.0695625
SV Samson,PJ Cummins,0,4,20,16,20.0,125.0,0.90625
SV Samson,Shivam Mavi,0,7,34,27,34.0,125.926,0.9995375
SV Samson,AS Roy,0,1,13,9,13.0,144.444,0.9840249999999999
SV Samson,Sandeep Sharma,0,11,59,59,59.0,100.0,0.99375
SV Samson,PJ Sangwan,0,2,12,8,12.0,150.0,1.0125
SV Samson,R Tewatia,0,2,12,11,12.0,109.091,0.75681875
SV Samson,S Gopal,0,1,10,7,10.0,142.857,0.95535625
SV Samson,RA Jadeja,0,7,62,39,62.0,158.974,1.3810875
SV Samson,Mustafizur Rahman,0,4,22,20,22.0,110.0,0.825
SV Samson,JD Unadkat,0,4,21,16,21.0,131.25,0.9515625
SV Samson,CJ Jordan,0,1,12,5,12.0,240.0,1.575
SV Samson,TS Mills,0,2,8,3,8.0,266.667,1.7166687499999997
SV Samson,JDS Neesham,0,2,20,10,20.0,200.0,1.375
SV Samson,V Shankar,0,4,25,19,25.0,131.579,0.9786187500000001
SV Samson,Basil Thampi,0,2,25,10,25.0,250.0,1.71875
SV Samson,Akash Deep,0,1,2,4,2.0,50.0,0.325
SV Samson,DJ Willey,0,1,8,4,8.0,200.0,1.3
SV Samson,AJ Tye,0,1,3,5,3.0,60.0,0.39375
SV Samson,Navdeep Saini,0,2,2,2,2.0,100.0,0.6375
SV Samson,VR Aaron,0,1,1,1,1.0,100.0,0.63125
SV Samson,TU Deshpande,0,1,3,3,3.0,100.0,0.64375
SV Samson,NM Coulter-Nile,0,5,33,21,33.0,157.143,1.18839375
SV Samson,Shakib Al Hasan,0,7,40,42,40.0,95.238,0.8452375
SV Samson,DL Chahar,0,6,39,29,39.0,134.483,1.0842687500000001
SV Samson,GHS Garton,0,1,7,4,7.0,175.0,1.1375
SV Samson,DT Christian,0,1,3,3,3.0,100.0,0.64375
SV Samson,J Yadav,0,1,3,4,3.0,75.0,0.4875
SV Samson,IC Porel,0,1,0,1,0.0,0.0,0.0
SV Samson,AU Rashid,0,1,1,1,1.0,100.0,0.63125
SV Samson,CH Morris,0,2,6,4,6.0,150.0,0.975
SV Samson,KA Jamieson,0,1,2,4,2.0,50.0,0.325
SV Samson,SM Curran,0,3,20,15,20.0,133.333,0.95833125
SV Samson,MC Henriques,0,4,22,20,22.0,110.0,0.825
SV Samson,KM Asif,0,1,8,5,8.0,160.0,1.05
SV Samson,Mohammad Nabi,0,1,1,1,1.0,100.0,0.63125
SV Samson,PP Chawla,0,6,56,36,56.0,155.556,1.322225
SV Samson,I Sharma,0,1,1,2,1.0,50.0,0.31875
SV Samson,DS Kulkarni,0,2,6,7,6.0,85.714,0.5732125
SV Samson,L Ngidi,0,1,3,5,3.0,60.0,0.39375
SV Samson,A Mishra,0,3,8,19,8.0,42.105,0.31315624999999997
SV Samson,Imran Tahir,0,2,21,20,21.0,105.0,0.7875
SV Samson,KW Richardson,0,1,9,5,9.0,180.0,1.18125
SV Samson,CR Woakes,0,3,40,18,40.0,222.222,1.6388874999999998
SV Samson,JA Richardson,0,1,30,11,30.0,272.727,1.8920437499999998
SV Samson,Harbhajan Singh,0,4,56,42,56.0,133.333,1.18333125
SV Samson,Mujeeb Ur Rahman,0,4,11,15,11.0,73.333,0.52708125
SV Samson,S Nadeem,0,4,48,29,48.0,165.517,1.33448125
SV Samson,BA Stokes,0,1,15,11,15.0,136.364,0.946025
SV Samson,A Zampa,0,2,23,16,23.0,143.75,1.0421875
SV Samson,JL Pattinson,0,1,10,6,10.0,166.667,1.10416875
SV Samson,I Udana,0,1,4,2,4.0,200.0,1.275
SV Samson,SS Cottrell,0,1,10,5,10.0,200.0,1.3125
SV Samson,AS Rajpoot,0,1,4,4,4.0,100.0,0.65
SV Samson,KV Sharma,0,5,9,9,9.0,100.0,0.68125
SV Samson,DW Steyn,0,3,15,17,15.0,88.235,0.64521875
SV Samson,MM Sharma,0,4,22,24,22.0,91.667,0.71041875
SV Samson,MJ McClenaghan,0,6,22,17,22.0,129.412,0.9463250000000001
SV Samson,SL Malinga,0,3,16,13,16.0,123.077,0.86923125
SV Samson,K Khejroliya,0,2,40,14,40.0,285.714,2.0357125
SV Samson,C de Grandhomme,0,1,1,1,1.0,100.0,0.63125
SV Samson,STR Binny,0,1,2,3,2.0,66.667,0.42916875
SV Samson,CR Brathwaite,0,1,0,1,0.0,0.0,0.0
SV Samson,P Negi,0,2,14,8,14.0,175.0,1.18125
SV Samson,KC Cariappa,0,2,15,10,15.0,150.0,1.03125
SV Samson,JP Behrendorff,0,1,5,5,5.0,100.0,0.65625
SV Samson,SK Raina,0,1,8,3,8.0,266.667,1.7166687499999997
SV Samson,JPR Scantlebury-Searles,0,1,11,4,11.0,275.0,1.7875
SV Samson,LE Plunkett,0,1,2,3,2.0,66.667,0.42916875
SV Samson,Anureet Singh,0,2,9,5,9.0,180.0,1.18125
SV Samson,SR Watson,0,2,6,10,6.0,60.0,0.4125
SV Samson,MG Johnson,0,4,20,17,20.0,117.647,0.86029375
SV Samson,JP Duminy,0,1,5,6,5.0,83.333,0.55208125
SV Samson,MK Tiwary,0,1,7,5,7.0,140.0,0.91875
SV Samson,CJ Anderson,0,1,13,9,13.0,144.444,0.9840249999999999
SV Samson,B Stanlake,0,2,25,20,25.0,125.0,0.9375
SV Samson,Yuvraj Singh,0,3,25,12,25.0,208.333,1.45833125
SV Samson,R Vinay Kumar,0,5,45,36,45.0,125.0,1.0625
SV Samson,Bipul Sharma,0,1,8,10,8.0,80.0,0.55
SV Samson,P Kumar,0,3,30,25,30.0,120.0,0.9375
SV Samson,JP Faulkner,0,1,2,2,2.0,100.0,0.6375
SV Samson,Ankit Soni,0,1,17,8,17.0,212.5,1.434375
SV Samson,DR Smith,0,1,1,2,1.0,50.0,0.31875
SV Samson,S Aravind,0,2,5,5,5.0,100.0,0.65625
SV Samson,A Nehra,0,2,3,4,3.0,75.0,0.4875
SV Samson,IK Pathan,0,1,6,7,6.0,85.714,0.5732125
SV Samson,AD Mathews,0,1,1,4,1.0,25.0,0.1625
SV Samson,S Kaushik,0,1,3,4,3.0,75.0,0.4875
SV Samson,AB Dinda,0,2,32,15,32.0,213.333,1.53333125
SV Samson,R Bhatia,0,2,11,16,11.0,68.75,0.4984375
SV Samson,Iqbal Abdulla,0,3,15,14,15.0,107.143,0.76339375
SV Samson,MS Gony,0,1,11,4,11.0,275.0,1.7875
SV Samson,M Morkel,0,1,16,6,16.0,266.667,1.7666687499999998
SV Samson,R Sathish,0,1,8,4,8.0,200.0,1.3
SV Samson,C Munro,0,1,1,1,1.0,100.0,0.63125
SV Samson,NLTC Perera,0,3,14,11,14.0,127.273,0.88295625
SV Samson,RP Singh,0,1,7,6,7.0,116.667,0.77291875
SV Samson,GB Hogg,0,1,2,5,2.0,40.0,0.2625
SV Samson,Parvez Rasool,0,1,4,5,4.0,80.0,0.525
SV Samson,SM Boland,0,1,8,7,8.0,114.286,0.7642875
SV Samson,P Sahu,0,1,10,6,10.0,166.667,1.10416875
SV Samson,MA Starc,0,1,0,3,0.0,0.0,0.0
SV Samson,Azhar Mahmood,0,1,8,5,8.0,160.0,1.05
SV Samson,IC Pandey,0,1,3,7,3.0,42.857,0.28660625
SV Samson,BE Hendricks,0,1,8,4,8.0,200.0,1.3
SV Samson,RS Bopara,0,2,8,7,8.0,114.286,0.7642875
SV Samson,Karanveer Singh,0,1,6,11,6.0,54.545,0.37840625
SV Samson,RN ten Doeschate,0,1,6,6,6.0,100.0,0.6625
SV Samson,P Suyal,0,1,11,7,11.0,157.143,1.05089375
SV Samson,DJG Sammy,0,1,3,3,3.0,100.0,0.64375
SV Samson,PP Ojha,0,2,12,12,12.0,100.0,0.7
SV Samson,L Balaji,0,1,12,8,12.0,150.0,1.0125
SV Samson,P Awana,0,3,26,15,26.0,173.333,1.24583125
SV Samson,R Rampaul,0,2,2,4,2.0,50.0,0.325
SV Samson,WD Parnell,0,2,16,12,16.0,133.333,0.93333125
SV Samson,K Santokie,0,1,0,2,0.0,0.0,0.0
SV Samson,BW Hilfenhaus,0,1,13,6,13.0,216.667,1.43541875
SV Samson,R Shukla,0,1,4,2,4.0,200.0,1.275
SV Samson,JH Kallis,0,2,11,9,11.0,122.222,0.8326374999999999
SV Samson,M Kartik,0,2,41,19,41.0,215.789,1.60493125
SV Samson,R Sharma,0,1,7,8,7.0,87.5,0.590625
SV Samson,SMSM Senanayake,0,1,8,5,8.0,160.0,1.05
SV Samson,RJ Harris,0,1,1,4,1.0,25.0,0.1625
D Padikkal,Mohammed Shami,0,3,13,11,13.0,118.182,0.8198875000000001
D Padikkal,Yash Dayal,0,1,0,1,0.0,0.0,0.0
D Padikkal,LH Ferguson,0,3,23,14,23.0,164.286,1.1705375
D Padikkal,Rashid Khan,0,4,18,23,18.0,78.261,0.60163125
D Padikkal,HH Pandya,0,2,2,13,2.0,15.385,0.10865624999999998
D Padikkal,R Sai Kishore,0,1,24,11,24.0,218.182,1.5136375
D Padikkal,TA Boult,0,2,18,14,18.0,128.571,0.91606875
D Padikkal,M Prasidh Krishna,0,4,29,20,29.0,145.0,1.0875
D Padikkal,R Ashwin,0,2,13,16,13.0,81.25,0.5890625
D Padikkal,Mohammed Siraj,0,2,15,8,15.0,187.5,1.265625
D Padikkal,JR Hazlewood,0,2,23,17,23.0,135.294,0.9893375000000001
D Padikkal,GJ Maxwell,0,2,3,6,3.0,50.0,0.33125
D Padikkal,Shahbaz Ahmed,0,1,1,4,1.0,25.0,0.1625
D Padikkal,HV Patel,0,2,3,7,3.0,42.857,0.28660625
D Padikkal,PWH de Silva,0,2,7,5,7.0,140.0,0.91875
D Padikkal,PVD Chameera,0,2,25,22,25.0,113.636,0.866475
D Padikkal,KH Pandya,0,3,33,21,33.0,157.143,1.18839375
D Padikkal,Avesh Khan,0,1,1,4,1.0,25.0,0.1625
D Padikkal,Ravi Bishnoi,0,3,28,23,28.0,121.739,0.93586875
D Padikkal,LS Livingstone,0,1,2,4,2.0,50.0,0.325
D Padikkal,Arshdeep Singh,0,3,35,27,35.0,129.63,1.0289375
D Padikkal,K Rabada,0,4,25,20,25.0,125.0,0.9375
D Padikkal,Harpreet Brar,0,1,2,5,2.0,40.0,0.2625
D Padikkal,B Kumar,0,3,15,25,15.0,60.0,0.46875
D Padikkal,Washington Sundar,0,1,1,1,1.0,100.0,0.63125
D Padikkal,Umran Malik,0,2,16,24,16.0,66.667,0.51666875
D Padikkal,R Shepherd,0,1,18,10,18.0,180.0,1.2375
D Padikkal,DR Sams,0,2,21,17,21.0,123.529,0.90330625
D Padikkal,HR Shokeen,0,1,0,2,0.0,0.0,0.0
D Padikkal,JJ Bumrah,0,5,14,21,14.0,66.667,0.50416875
D Padikkal,RP Meredith,0,1,7,4,7.0,175.0,1.1375
D Padikkal,KK Ahmed,0,1,0,1,0.0,0.0,0.0
D Padikkal,A Nortje,0,4,17,12,17.0,141.667,0.99166875
D Padikkal,SN Thakur,0,5,23,29,23.0,79.31,0.6394375
D Padikkal,MR Marsh,0,2,22,10,22.0,220.0,1.5125
D Padikkal,Kuldeep Yadav,0,2,12,11,12.0,109.091,0.75681875
D Padikkal,AR Patel,0,3,40,21,40.0,190.476,1.440475
D Padikkal,MJ Santner,0,2,6,5,6.0,120.0,0.7875
D Padikkal,M Pathirana,0,1,1,5,1.0,20.0,0.13125
D Padikkal,MM Ali,0,1,1,3,1.0,33.333,0.21458125
D Padikkal,S Kaul,0,1,4,10,4.0,40.0,0.275
D Padikkal,UT Yadav,0,2,0,4,0.0,0.0,0.0
D Padikkal,SP Narine,0,2,9,8,9.0,112.5,0.759375
D Padikkal,CV Varun,0,6,21,19,21.0,110.526,0.8220375000000001
D Padikkal,AD Russell,0,1,8,4,8.0,200.0,1.3
D Padikkal,JO Holder,0,6,27,27,27.0,100.0,0.79375
D Padikkal,K Gowtham,0,1,0,1,0.0,0.0,0.0
D Padikkal,MP Stoinis,0,1,14,4,14.0,350.0,2.275
D Padikkal,T Natarajan,0,2,27,14,27.0,192.857,1.37410625
D Padikkal,Abhishek Sharma,0,1,10,5,10.0,200.0,1.3125
D Padikkal,R Dhawan,0,1,3,4,3.0,75.0,0.4875
D Padikkal,RD Chahar,0,3,49,32,49.0,153.125,1.26328125
D Padikkal,Lalit Yadav,0,1,15,12,15.0,125.0,0.875
D Padikkal,A Badoni,0,1,1,1,1.0,100.0,0.63125
D Padikkal,DJ Bravo,0,2,9,12,9.0,75.0,0.525
D Padikkal,C Sakariya,0,3,30,25,30.0,120.0,0.9375
D Padikkal,M Ashwin,0,1,3,4,3.0,75.0,0.4875
D Padikkal,KA Pollard,0,2,6,3,6.0,200.0,1.2875
D Padikkal,PJ Cummins,0,4,37,29,37.0,127.586,1.0286625
D Padikkal,Kartik Tyagi,0,2,15,11,15.0,136.364,0.946025
D Padikkal,Shivam Mavi,0,2,7,11,7.0,63.636,0.44147499999999995
D Padikkal,AS Roy,0,1,2,4,2.0,50.0,0.325
D Padikkal,Sandeep Sharma,0,4,17,20,17.0,85.0,0.6375
D Padikkal,R Tewatia,0,3,37,32,37.0,115.625,0.95390625
D Padikkal,S Gopal,0,3,32,25,32.0,128.0,1.0
D Padikkal,AK Markram,0,1,0,3,0.0,0.0,0.0
D Padikkal,RA Jadeja,0,1,21,14,21.0,150.0,1.06875
D Padikkal,Mustafizur Rahman,0,3,48,30,48.0,160.0,1.3
D Padikkal,JD Unadkat,0,2,24,13,24.0,184.615,1.30384375
D Padikkal,R Parag,0,2,12,5,12.0,240.0,1.575
D Padikkal,TS Mills,0,1,0,1,0.0,0.0,0.0
D Padikkal,V Shankar,0,1,3,6,3.0,50.0,0.33125
